X	e1g_0	e2g_0	e3g_0	p1g_1	p2g_1	p3g_1
MSL1	217	52	161	382	252	208
MSL2	57	23	51	159	117	131
MSL3	86	22	44	80	72	40
MSLN	283	15	8	90	60	33
MSLNL	1	0	0	1	1	3
MSMB	0	0	0	0	0	0
MSMO1	256	56	122	149	158	246
MSMP	2	0	2	0	0	0
MSN	1591	671	1373	2735	1638	1383
MSR1	0	0	0	0	0	0
MSRA	11	1	0	11	15	10
MSRB1	33	5	5	82	50	37
MSRB2	17	2	3	27	13	5
MSRB3	35	12	7	95	85	75
MSS51	3	2	1	5	11	4
MST1	0	0	0	1	2	2
MST1R	0	0	0	0	0	0
MSTN	0	0	0	0	0	0
MSTO1	62	9	8	111	64	67
MSX1	17	5	19	6	7	11
MSX2	0	0	0	0	0	0
MT3	0	0	0	1	2	0
MT4	0	0	0	0	0	0
MTA1	777	161	269	744	586	446
MTA2	432	75	156	643	488	420
MTA3	129	31	29	220	158	138
MTAP	1291	167	219	1838	1038	773
MTBP	205	14	28	188	262	198
MTCH1	537	55	96	793	483	375
MTCH2	299	63	128	415	361	349
MTCL1	174	14	89	197	90	73
MTCP1	10	0	1	27	19	14
MTDH	323	43	129	570	504	414
MTERF2	6	1	0	20	13	7
MTERF3	25	2	11	53	60	47
MTERF4	37	4	6	70	60	39
MTF1	62	15	32	99	59	63
MTF2	93	25	44	132	104	82
MTFMT	19	2	9	40	49	23
MTFP1	14	0	2	3	6	2
MTFR1	94	25	31	163	134	128
MTFR1L	68	13	33	154	92	79
MTFR2	28	1	8	29	19	19
MTG1	31	7	11	39	31	26
MTG2	34	10	25	51	46	30
MTHFD1	254	34	37	220	217	181
MTHFD1L	260	34	69	223	218	152
MTHFD2	145	24	21	171	349	247
MTHFD2L	27	4	2	77	61	40
MTHFR	35	4	12	81	84	31
MTHFS	21	4	3	23	8	4
MTHFSD	31	10	9	94	59	45
MTIF2	56	3	9	90	58	52
MTIF3	19	2	2	30	34	27
MTM1	12	1	1	29	41	20
MTMR1	18	0	2	51	41	21
MTMR10	44	8	19	40	44	37
MTMR11	132	15	44	103	67	47
MTMR12	126	7	15	144	95	93
MTMR14	85	14	47	79	49	35
MTMR2	570	40	70	706	577	546
MTMR3	263	36	89	470	365	296
MTMR4	171	13	45	199	109	106
MTMR6	116	12	33	236	147	124
MTMR7	0	0	1	6	3	1
MTMR9	62	5	11	111	60	46
MTNR1A	0	0	0	0	0	0
MTNR1B	0	0	0	0	0	0
MTO1	30	3	8	39	28	24
MTOR	188	24	60	441	213	153
MTPAP	32	7	7	70	46	55
MTPN	572	165	410	937	653	578
MTR	39	3	9	109	65	37
MTRF1	17	2	6	19	12	19
MTRF1L	19	0	4	28	19	20
MTRR	40	3	5	57	50	28
MTSS1	422	65	167	812	475	405
MTSS1L	38	9	15	366	216	177
MTTP	5	0	1	22	9	8
MTURN	17	8	12	92	33	23
MTUS1	10	5	7	41	32	39
MTUS2	1	0	0	0	1	1
MTX1	82	20	25	127	101	82
MTX2	66	17	24	88	77	79
MTX3	56	3	4	72	78	44
MUC1	0	0	0	20	4	2
MUC13	0	0	0	3	0	2
MUC15	0	0	1	0	0	0
MUC16	0	0	0	0	0	0
MUC20	0	0	0	0	0	0
MUC3A	0	0	0	0	0	0
MUC4	0	0	0	0	0	0
MUC5AC	0	0	0	0	0	0
MUC5B	0	0	0	0	0	0
MUC6	0	0	0	1	1	0
MUL1	28	6	9	70	74	31
MUM1	226	29	41	231	167	127
MUM1L1	0	0	5	1	1	8
MURC	1	0	0	1	0	1
MUS81	34	12	18	50	24	41
MUSK	0	0	0	0	0	0
MUSTN1	0	0	0	1	0	0
MUT	49	5	13	122	69	36
MUTYH	19	1	6	11	16	9
MVB12A	120	25	28	213	151	104
MVB12B	117	17	20	437	219	203
MVD	104	26	59	58	43	63
MVK	76	6	7	46	34	35
MVP	192	28	48	683	377	285
MX1	1	0	2	9	4	4
MXD1	15	12	18	55	30	21
MXD3	75	7	11	13	17	6
MXD4	77	31	47	276	153	145
MXI1	160	15	64	315	162	115
MXRA7	0	0	0	4	0	0
MXRA8	26	20	26	27	17	15
MYADM	425	45	63	771	435	320
MYADML2	0	0	0	0	0	0
MYB	0	0	1	2	0	3
MYBBP1A	729	60	118	845	729	582
MYBL1	103	66	247	261	251	261
MYBL2	175	13	25	22	73	53
MYBPC1	1	1	0	0	0	0
MYBPC2	0	0	0	1	0	0
MYBPC3	0	0	0	0	0	0
MYBPH	0	0	0	0	1	0
MYBPHL	0	0	0	0	0	0
MYC	374	97	134	772	1151	964
MYCBP	26	20	37	22	29	11
MYCBP2	143	32	80	550	399	333
MYCBPAP	1	1	1	1	2	1
MYCL	2	0	2	1	5	2
MYCN	0	0	0	0	0	0
MYCT1	0	0	0	0	0	0
MYD88	55	6	9	142	92	60
MYDGF	257	36	56	225	183	179
MYEF2	250	45	129	171	243	224
MYF5	0	0	0	0	0	0
MYF6	1	0	0	1	0	0
MYH1	0	2	7	0	0	0
MYH10	571	28	61	594	482	349
MYH11	15	26	38	3	5	2
MYH13	0	0	0	0	0	0
MYH14	2	1	2	3	4	0
MYH15	0	0	0	0	0	0
MYH2	0	0	5	0	0	0
MYH3	0	0	0	0	0	0
MYH4	1	0	0	0	0	0
MYH6	0	0	0	1	0	1
MYH7	0	0	0	0	0	0
MYH7B	16	2	4	4	8	4
MYH8	0	0	4	0	0	2
MYH9	2245	384	767	4485	2770	2640
MYL1	0	0	0	0	0	0
MYL10	0	0	0	0	0	0
MYL12A	786	94	196	1079	820	697
MYL12B	669	153	262	822	548	448
MYL2	0	0	0	0	0	0
MYL3	0	0	0	0	0	0
MYL4	1	0	1	2	0	3
MYL6	1047	187	384	1236	921	872
MYL6B	24	5	6	25	25	28
MYL7	0	0	0	0	0	0
MYL9	0	0	0	0	1	2
MYLIP	27	8	19	98	68	49
MYLK	23	3	1	61	25	13
MYLK2	0	0	0	0	0	0
MYLK3	0	0	0	0	0	0
MYLK4	0	0	0	1	0	0
MYLPF	2	2	0	2	3	1
MYNN	24	5	15	71	73	65
MYO10	250	19	97	428	281	300
MYO15B	0	0	0	0	1	1
MYO16	0	0	0	0	0	0
MYO18A	390	54	100	328	173	119
MYO18B	0	0	2	0	0	0
MYO19	53	9	12	88	71	57
MYO1A	0	0	0	2	1	3
MYO1B	283	101	205	572	403	269
MYO1C	757	76	187	748	540	417
MYO1D	36	40	62	153	112	93
MYO1E	273	33	114	469	293	294
MYO1F	2	4	6	8	3	2
MYO1G	0	0	0	4	1	8
MYO1H	8	0	1	15	6	1
MYO3A	0	0	0	0	0	0
MYO3B	0	0	0	0	0	0
MYO5A	231	27	69	521	477	381
MYO5B	1	0	0	1	3	0
MYO5C	48	5	4	214	111	57
MYO6	96	7	11	189	109	75
MYO7A	1	3	1	9	8	8
MYO7B	0	0	0	0	0	0
MYO9A	54	8	39	146	120	96
MYO9B	331	86	165	469	330	237
MYOC	0	0	0	2	0	1
MYOCD	0	0	1	0	0	0
MYOD1	0	0	0	0	0	0
MYOF	1880	511	1047	1707	1057	833
MYOG	0	0	0	0	0	0
MYOM1	1	0	1	5	1	3
MYOM2	2	1	0	0	0	1
MYOM3	1	1	0	0	0	0
MYOT	0	0	0	0	0	0
MYOZ1	0	0	0	0	0	0
MYOZ2	0	0	0	0	0	0
MYOZ3	0	0	0	0	0	0
MYPN	1	0	0	0	0	0
MYPOP	24	6	12	30	26	15
MYRF	1	0	3	1	2	1
MYRFL	0	0	0	0	0	0
MYRIP	3	2	1	1	0	1
MYSM1	38	8	16	130	73	83
MYT1	0	1	0	0	0	0
MYT1L	1	0	0	0	0	0
MYZAP	5	0	0	1	0	0
MZB1	0	0	0	0	0	1
MZF1	3	0	5	3	3	6
MZT1	139	10	20	134	136	108
N4BP1	109	15	26	221	195	160
N4BP2	20	3	10	43	32	34
N4BP2L1	11	1	1	47	32	26
N4BP2L2	108	11	30	167	160	105
N4BP3	42	9	13	46	32	21
N6AMT1	25	4	6	28	21	25
NAA10	107	30	32	111	73	51
NAA11	0	3	5	1	2	4
NAA15	213	36	112	389	360	321
NAA16	47	7	13	60	48	42
NAA20	86	10	16	124	140	115
NAA25	129	13	33	238	253	225
NAA30	46	14	30	76	79	74
NAA35	107	45	76	130	84	72
NAA38	76	21	47	87	89	82
NAA40	58	9	19	61	74	55
NAA50	204	25	59	296	314	310
NAA60	95	28	58	139	93	65
NAAA	31	6	6	33	53	26
NAALAD2	0	0	0	0	0	0
NAALADL1	8	1	3	6	10	6
NAALADL2	0	0	0	0	0	0
NAB1	131	17	29	319	167	124
NAB2	208	144	414	274	282	322
NABP1	63	21	31	223	124	115
NABP2	114	19	38	131	111	87
NACA	1069	222	378	1516	1064	859
NACAD	1	0	0	1	1	1
NACC1	503	88	173	500	435	356
NACC2	17	6	5	45	20	21
NADK	334	49	59	608	368	221
NADK2	90	5	12	99	88	48
NADSYN1	30	12	27	28	29	29
NAE1	76	15	25	177	121	94
NAF1	53	4	6	53	88	75
NAGA	76	15	20	259	125	92
NAGK	48	13	21	85	47	33
NAGLU	134	25	29	218	140	86
NAGPA	47	3	10	48	36	33
NAGS	0	0	0	0	0	0
NAIF1	12	3	7	18	12	5
NALCN	0	0	0	0	0	0
NAMPT	349	91	373	493	411	324
NANOG	0	0	0	0	0	0
NANOS1	5	0	3	10	8	6
NANOS2	0	0	0	0	0	0
NANOS3	4	0	1	1	3	2
NANP	21	0	0	0	21	0
NANS	231	40	55	241	223	168
NAP1L1	1219	328	578	1815	1500	1247
NAP1L2	0	0	0	0	0	0
NAP1L3	1	1	1	1	1	0
NAP1L4	376	69	142	422	303	251
NAP1L5	0	0	0	0	0	0
NAPA	184	61	88	331	252	246
NAPB	7	2	7	18	11	16
NAPEPLD	8	0	1	19	9	8
NAPG	33	7	6	62	48	48
NAPRT	0	0	1	3	2	0
NAPSA	1	0	0	14	7	4
NARF	94	11	13	219	118	93
NARFL	54	5	9	84	57	57
NARS	621	93	161	664	770	707
NARS2	27	1	4	27	16	18
NASP	278	45	92	191	246	218
NAT1	2	2	3	0	0	1
NAT10	91	15	13	143	162	130
NAT14	6	3	2	12	10	4
NAT2	5	3	3	16	11	6
NAT6	64	16	15	104	64	66
NAT8	0	0	0	0	0	0
NAT8L	0	0	0	0	0	0
NAT9	40	16	13	77	51	53
NATD1	46	19	19	94	69	42
NAV1	383	51	96	537	326	272
NAV2	209	32	80	332	208	176
NAV3	112	63	235	196	190	242
NAXD	97	8	19	173	130	95
NBAS	88	12	27	153	83	65
NBEA	90	30	73	181	160	124
NBEAL1	64	0	10	225	173	83
NBEAL2	126	12	25	129	86	68
NBL1	25	5	7	158	50	34
NBN	44	2	6	46	55	42
NBR1	423	70	138	767	497	420
NCALD	1	2	4	0	1	3
NCAM1	0	1	0	0	1	0
NCAM2	0	0	0	0	0	1
NCAN	0	0	0	0	0	0
NCAPD2	453	41	84	230	223	150
NCAPD3	195	18	35	125	146	103
NCAPG	169	13	50	55	91	78
NCAPG2	226	20	49	111	167	146
NCAPH	280	14	37	139	151	76
NCAPH2	563	66	106	447	326	284
NCBP1	113	17	44	158	137	117
NCBP2	84	9	12	100	69	60
NCBP3	78	11	26	114	91	66
NCCRP1	0	0	0	0	0	0
NCDN	142	66	93	200	151	131
NCEH1	45	13	13	162	127	117
NCF1	0	0	0	0	0	0
NCF2	0	0	0	0	0	0
NCF4	1	1	0	29	6	3
NCK1	46	10	20	146	79	53
NCK2	168	33	61	311	182	146
NCKAP1	483	84	208	625	512	406
NCKAP1L	0	0	0	0	1	0
NCKAP5	0	0	0	0	1	0
NCKAP5L	18	0	9	55	26	19
NCKIPSD	27	10	17	81	34	43
NCL	2476	309	492	3492	4065	3084
NCLN	296	45	73	499	290	254
NCMAP	7	2	2	2	2	1
NCOA1	69	15	59	131	131	129
NCOA2	104	9	30	353	225	132
NCOA3	86	6	20	125	111	89
NCOA4	153	1	0	299	223	167
NCOA5	99	20	33	144	90	99
NCOA6	209	30	80	347	277	218
NCOA7	45	2	5	48	32	30
NCOR1	495	74	168	1270	800	618
NCOR2	574	173	350	714	456	459
NCR1	0	0	0	0	0	0
NCS1	82	12	25	154	119	86
NCSTN	300	48	103	522	425	297
NDC1	120	10	29	101	124	92
NDC80	151	9	20	76	86	54
NDE1	220	17	51	182	179	121
NDEL1	197	61	128	408	247	248
NDFIP1	122	62	125	224	199	149
NDFIP2	108	13	28	197	148	121
NDN	0	0	0	0	0	0
NDNF	0	1	1	1	9	13
NDOR1	45	8	19	156	124	114
NDP	0	0	0	0	0	0
NDRG1	955	188	577	3452	2920	1746
NDRG2	32	3	10	14	15	8
NDRG3	85	13	13	184	100	90
NDRG4	41	3	18	79	39	28
NDST1	152	16	31	372	225	183
NDST2	68	26	36	122	84	70
NDST3	15	2	0	7	15	6
NDST4	0	0	2	0	1	0
NDUFA1	73	21	90	90	87	78
NDUFA10	322	34	46	436	333	299
NDUFA11	98	10	15	169	122	100
NDUFA12	55	4	5	74	55	35
NDUFA13	194	37	63	237	181	175
NDUFA2	134	8	13	162	164	126
NDUFA3	117	20	42	115	78	59
NDUFA4	375	33	55	310	243	206
NDUFA4L2	6	6	12	0	0	0
NDUFA5	48	6	12	51	45	48
NDUFA6	109	27	34	275	186	124
NDUFA7	229	52	74	336	284	242
NDUFA8	156	32	34	190	151	138
NDUFA9	133	14	33	179	141	96
NDUFAB1	121	24	51	109	80	62
NDUFAF1	33	4	5	32	25	27
NDUFAF2	30	8	6	37	35	41
NDUFAF3	48	8	13	56	43	35
NDUFAF4	10	2	1	22	39	28
NDUFAF5	25	9	5	32	24	33
NDUFAF6	19	9	4	12	17	14
NDUFAF7	34	4	7	67	43	27
NDUFAF8	24	3	9	45	34	18
NDUFB10	123	36	44	262	188	216
NDUFB11	143	16	22	272	232	165
NDUFB2	52	5	13	54	59	40
NDUFB3	119	16	16	150	115	78
NDUFB4	18	1	11	17	17	11
NDUFB5	134	15	23	161	94	91
NDUFB6	94	23	26	110	104	90
NDUFB7	129	18	28	136	131	99
NDUFB8	221	36	56	236	200	170
NDUFB9	870	78	106	1267	1012	784
NDUFC1	73	4	2	72	57	24
NDUFC2	67	8	4	90	70	44
NDUFS1	325	69	133	347	271	244
NDUFS2	447	76	103	562	413	349
NDUFS3	161	14	30	209	164	130
NDUFS4	105	20	56	108	94	82
NDUFS5	82	7	2	100	89	87
NDUFS6	62	13	6	84	72	55
NDUFS7	237	50	58	352	309	200
NDUFS8	159	27	36	174	147	127
NDUFV1	274	32	53	345	264	225
NDUFV2	219	14	41	258	195	141
NDUFV3	155	11	15	216	130	89
NEB	2	0	1	4	1	0
NEBL	0	0	0	0	0	0
NECAB1	0	0	0	0	0	0
NECAB2	0	0	0	0	0	1
NECAB3	3	1	4	0	8	5
NECAP1	86	14	48	157	124	94
NECAP2	105	17	28	165	93	89
NECTIN1	38	4	10	65	40	31
NECTIN2	112	26	47	137	81	44
NECTIN3	74	35	112	120	88	76
NECTIN4	0	0	0	1	0	0
NEDD1	76	8	17	116	92	46
NEDD4	2193	281	642	3930	2296	1797
NEDD4L	64	22	43	115	90	75
NEDD8	232	45	105	264	252	203
NEDD9	35	17	18	73	32	12
NEFH	0	0	0	0	0	0
NEFL	0	0	0	0	0	0
NEFM	0	0	0	0	0	0
NEGR1	0	0	0	0	0	0
NEIL1	25	7	6	41	10	8
NEIL2	0	0	0	0	0	1
NEIL3	62	7	15	21	38	32
NEK1	54	9	19	89	83	62
NEK10	0	0	0	0	0	0
NEK11	0	0	0	0	0	0
NEK2	345	17	45	151	172	98
NEK3	18	1	2	17	7	4
NEK4	23	1	5	40	28	14
NEK5	0	0	0	0	0	1
NEK6	142	31	47	244	107	95
NEK7	367	21	45	783	478	371
NEK8	33	8	9	36	19	11
NEK9	328	68	116	583	441	361
NELFA	118	18	36	147	107	98
NELFB	281	52	73	334	233	174
NELFCD	109	18	43	122	98	63
NELFE	153	84	92	140	120	98
NELL1	0	0	0	0	0	0
NELL2	0	0	0	0	0	0
NEMF	143	28	71	237	206	164
NEMP1	95	15	45	95	140	100
NEMP2	21	3	10	23	18	13
NENF	157	25	16	168	156	117
NEO1	382	25	47	821	593	461
NEPRO	21	3	1	24	26	25
NES	263	7	17	172	137	107
NET1	89	7	13	73	83	53
NETO1	0	0	0	0	0	0
NETO2	3	7	13	2	3	3
NEU1	47	25	55	180	109	90
NEU2	5	2	2	13	11	6
NEU3	3	0	1	3	2	2
NEU4	0	0	0	0	0	0
NEURL1B	46	4	4	92	71	63
NEURL2	8	0	0	12	8	3
NEURL3	127	15	16	79	37	26
NEURL4	143	28	63	271	183	144
NEUROD1	0	0	0	0	0	0
NEUROD2	0	0	0	0	0	0
NEUROD4	0	0	0	0	0	0
NEUROD6	5	8	6	3	0	1
NEUROG1	0	0	0	0	0	0
NEUROG2	0	0	0	0	0	0
NEUROG3	0	0	0	0	0	0
NEXN	20	2	2	17	25	15
NF1	150	36	73	439	329	222
NF2	279	26	60	531	333	226
NFAM1	0	0	0	0	0	0
NFASC	0	0	0	0	0	0
NFAT5	411	68	153	998	703	544
NFATC1	79	14	16	128	80	51
NFATC2	16	2	15	23	17	8
NFATC2IP	25	2	4	28	27	21
NFATC3	140	19	59	241	179	136
NFATC4	2	0	3	4	1	3
NFE2	0	0	0	0	0	0
NFE2L1	992	229	352	2645	2443	1826
NFE2L2	209	77	97	494	403	367
NFE2L3	3	0	1	5	4	3
NFIA	57	9	9	100	83	77
NFIB	224	39	96	591	398	336
NFIC	604	62	105	765	612	408
NFIL3	37	9	12	183	131	129
NFIX	552	87	170	1086	688	582
NFKB1	225	26	55	448	251	216
NFKB2	376	102	104	683	380	277
NFKBIA	259	41	90	706	345	254
NFKBIB	40	10	6	96	65	73
NFKBID	9	0	1	5	7	3
NFKBIE	46	5	6	81	39	30
NFKBIL1	46	7	9	99	68	41
NFKBIZ	193	33	51	705	276	242
NFRKB	77	19	58	140	109	117
NFS1	110	12	24	177	135	84
NFU1	76	11	17	80	53	46
NFX1	177	42	56	336	279	231
NFXL1	86	12	26	138	111	100
NFYA	148	29	36	217	226	134
NFYB	79	9	7	67	75	56
NFYC	79	19	29	112	89	106
NGB	0	0	0	5	0	2
NGDN	69	5	7	107	72	65
NGEF	39	3	20	19	9	11
NGF	2	1	2	0	0	2
NGFR	2	0	1	3	4	4
NGLY1	24	7	14	18	19	26
NGRN	56	8	9	113	76	48
NHEJ1	4	1	2	3	7	4
NHLH1	0	0	0	0	0	1
NHLH2	0	0	0	0	0	0
NHLRC1	3	0	1	0	2	1
NHLRC2	57	4	12	96	80	50
NHLRC3	29	10	12	134	102	88
NHLRC4	0	1	0	0	0	0
NHP2	178	13	40	163	201	170
NHS	8	2	11	29	8	7
NHSL1	209	19	24	290	208	207
NHSL2	0	0	1	1	2	4
NICN1	71	5	8	159	75	55
NID1	2	0	0	1	0	0
NID2	0	3	1	0	0	0
NIF3L1	102	9	21	115	134	104
NIFK	70	9	5	105	84	99
NIM1K	1	0	0	0	1	0
NIN	88	4	19	108	112	101
NINJ1	76	34	24	130	74	78
NINJ2	0	0	1	1	0	0
NINL	32	8	18	92	67	58
NIP7	75	9	12	113	119	105
NIPA1	19	8	6	24	18	12
NIPA2	46	13	27	72	82	68
NIPAL1	7	2	5	13	10	19
NIPAL2	0	0	0	5	4	3
NIPAL3	23	5	4	66	28	17
NIPAL4	13	0	3	2	2	1
NIPBL	346	61	203	653	457	414
NIPSNAP1	148	24	38	196	120	92
NIPSNAP3A	0	0	0	0	0	0
NIPSNAP3B	21	1	4	36	32	15
NISCH	1234	249	557	2498	1824	1360
NIT1	132	32	41	171	114	123
NIT2	29	5	7	76	44	29
NKAIN1	27	8	6	21	28	22
NKAIN2	1	0	0	0	0	0
NKAIN3	0	0	0	0	0	0
NKAIN4	0	0	0	0	0	0
NKAP	44	11	26	72	46	29
NKAPL	0	0	0	0	0	0
NKD1	0	0	0	0	0	0
NKD2	1	0	0	0	1	0
NKG7	0	0	0	0	0	0
NKIRAS1	3	1	5	19	22	10
NKIRAS2	113	10	20	145	91	81
NKPD1	0	0	0	3	2	1
NKRF	22	1	15	34	26	22
NKTR	187	25	67	587	439	406
NKX1-1	0	0	0	0	0	0
NKX1-2	0	0	0	0	0	0
NKX2-1	0	0	0	0	0	0
NKX2-2	0	0	0	0	0	0
NKX2-3	3	2	2	1	0	0
NKX2-4	0	0	0	0	0	0
NKX2-5	0	0	0	0	0	0
NKX2-6	0	0	0	0	0	0
NKX3-1	0	0	0	0	0	0
NKX3-2	0	0	0	0	0	0
NKX6-1	0	0	0	0	0	0
NKX6-2	0	0	0	0	0	0
NKX6-3	1	0	0	0	0	0
NLE1	51	7	13	70	91	70
NLGN1	0	1	2	1	0	3
NLGN2	238	76	186	683	412	282
NLGN3	1	0	2	6	3	7
NLK	69	18	39	104	107	82
NLN	118	10	33	212	169	91
NLRC3	19	3	5	56	40	22
NLRC4	0	0	0	0	0	0
NLRC5	59	7	5	302	210	107
NLRP10	2	0	0	2	0	0
NLRP12	1	0	0	0	0	0
NLRP14	0	0	0	0	0	0
NLRP2	0	0	0	0	1	1
NLRP3	0	0	0	0	3	1
NLRP5	0	0	0	0	0	0
NLRP6	0	0	0	0	0	2
NLRX1	29	7	13	27	18	12
NMB	1	0	0	0	1	1
NMBR	0	0	0	0	0	0
NMD3	109	48	67	165	171	156
NME1	125	6	20	99	124	116
NME2	671	60	158	605	578	323
NME3	43	9	13	48	27	24
NME4	54	2	7	38	29	26
NME5	1	0	1	3	1	0
NME6	23	3	7	34	19	15
NME7	78	7	10	110	68	55
NME8	0	0	0	0	0	0
NME9	0	0	0	0	0	1
NMI	33	8	2	47	72	50
NMNAT1	11	5	4	30	21	14
NMNAT2	10	1	3	0	0	0
NMNAT3	10	1	1	18	9	5
NMRAL1	74	1	12	34	57	43
NMRK1	9	2	7	16	7	16
NMRK2	0	0	0	0	0	0
NMS	0	0	0	0	0	0
NMT1	506	84	186	547	416	376
NMT2	169	15	38	216	215	147
NMU	0	0	0	0	0	0
NMUR1	0	0	0	0	0	0
NMUR2	0	0	0	0	0	0
NNAT	5	1	6	15	16	13
NNMT	0	2	0	0	1	2
NNT	166	33	37	379	203	167
NOA1	58	5	8	69	53	53
NOB1	121	25	34	239	219	155
NOBOX	1	0	0	1	0	0
NOC2L	384	28	37	402	423	300
NOC3L	36	6	8	55	77	59
NOC4L	126	24	28	185	152	138
NOCT	34	7	11	82	51	47
NOD1	30	10	18	42	26	26
NOD2	8	1	1	20	8	14
NODAL	0	0	1	0	0	0
NOG	0	0	0	3	4	1
NOL10	71	22	26	99	139	112
NOL11	102	20	32	135	129	111
NOL12	146	18	26	224	201	179
NOL3	10	2	4	4	4	1
NOL4	0	0	0	0	0	0
NOL4L	57	7	15	54	36	16
NOL6	83	9	17	275	237	158
NOL7	189	10	18	149	144	96
NOL8	33	3	9	90	113	78
NOL9	82	11	8	110	150	109
NOLC1	240	23	45	323	449	406
NOM1	98	13	22	172	109	109
NOMO1	296	114	221	372	393	293
NONO	878	164	304	1257	857	567
NOP10	82	15	29	96	96	69
NOP14	121	23	31	240	271	236
NOP16	100	30	40	143	145	105
NOP2	86	19	21	215	244	207
NOP56	444	65	107	410	894	690
NOP58	374	90	135	492	849	745
NOP9	100	12	29	103	113	85
NOS1	0	0	0	0	0	0
NOS1AP	0	0	0	2	1	1
NOS2	106	15	8	1483	571	224
NOS3	6	4	3	0	0	2
NOSIP	114	25	38	217	170	101
NOSTRIN	2	0	0	2	0	0
NOTCH1	214	18	31	921	436	394
NOTCH2	161	24	43	526	273	227
NOTCH3	1	0	0	11	2	3
NOTCH4	17	8	48	3	4	1
NOTO	0	0	0	0	0	0
NOTUM	94	14	45	236	119	143
NOV	31	0	1	45	24	25
NOVA1	0	0	0	0	0	0
NOVA2	0	0	0	0	1	2
NOX1	0	0	0	1	0	1
NOX3	0	0	0	0	0	0
NOX4	0	0	0	0	1	0
NOXA1	0	0	0	0	0	0
NOXO1	3	0	0	7	1	2
NOXRED1	0	0	0	0	0	0
NPAS1	1	0	1	4	2	1
NPAS2	16	11	16	3	4	6
NPAS3	0	0	0	1	0	0
NPAS4	0	0	0	0	0	0
NPAT	78	10	23	114	114	89
NPB	0	0	1	1	2	2
NPBWR1	0	0	0	0	0	0
NPC1	77	9	54	148	128	122
NPC1L1	0	0	1	2	3	4
NPC2	1528	185	251	2580	1241	1124
NPDC1	157	38	41	404	224	137
NPEPL1	184	28	47	237	238	194
NPEPPS	390	66	241	519	378	291
NPFF	1	0	0	5	3	1
NPFFR1	1	0	0	0	0	0
NPFFR2	0	0	0	0	0	0
NPHP1	64	8	4	86	54	34
NPHP3	19	3	4	7	11	15
NPHP4	0	3	2	0	3	3
NPHS1	0	0	0	0	0	0
NPHS2	0	0	0	0	0	0
NPL	1	0	2	1	0	0
NPLOC4	281	52	102	437	390	344
NPM1	2872	236	372	3972	2929	2037
NPM2	1	0	0	2	1	1
NPM3	121	12	14	183	140	94
NPNT	149	15	40	51	49	64
NPPA	0	0	0	0	0	0
NPPB	10	0	1	67	25	18
NPPC	0	0	0	0	0	0
NPR1	1	1	0	3	2	0
NPR2	44	29	42	120	93	75
NPR3	16	1	3	1	6	4
NPRL2	50	19	18	142	99	55
NPRL3	55	11	12	93	87	60
NPS	0	0	0	0	0	0
NPSR1	0	0	0	0	0	0
NPTN	377	115	335	670	532	487
NPTX1	1605	108	404	1688	1353	1413
NPTX2	0	0	0	0	0	0
NPTXR	602	48	60	552	266	262
NPVF	0	0	0	0	0	0
NPW	0	0	0	0	0	0
NPY	8	12	13	0	3	4
NPY1R	0	0	0	0	0	0
NPY2R	0	0	0	0	0	0
NPY4R	0	0	0	0	0	0
NPY5R	0	0	0	0	0	0
NQO1	84	50	28	109	74	75
NQO2	52	1	1	59	43	20
NR0B1	0	0	0	0	0	0
NR0B2	0	0	0	0	0	0
NR1D1	111	21	112	328	263	245
NR1D2	91	5	20	276	194	126
NR1H2	168	27	61	465	266	189
NR1H3	6	1	0	7	11	5
NR1H4	0	0	0	0	0	0
NR1I2	0	0	0	0	0	0
NR1I3	0	1	0	0	1	0
NR2C1	38	4	2	58	40	33
NR2C2	95	19	61	194	153	87
NR2C2AP	56	27	86	83	83	71
NR2E1	0	0	0	0	0	0
NR2E3	0	0	0	0	0	0
NR2F1	83	14	22	101	54	57
NR2F2	60	23	67	102	73	90
NR2F6	74	38	69	126	85	61
NR3C1	113	22	52	285	222	203
NR3C2	5	3	6	19	12	11
NR4A1	59	10	7	367	117	104
NR4A2	11	7	3	62	48	49
NR4A3	1	0	1	1	1	3
NR5A1	0	1	1	0	1	1
NR5A2	1	0	0	1	0	1
NR6A1	15	5	4	35	28	17
NRAP	1	0	0	0	0	0
NRARP	105	13	36	70	40	28
NRAS	166	20	54	307	276	194
NRBF2	32	7	3	62	55	51
NRBP1	209	91	136	374	285	191
NRBP2	21	5	2	48	46	39
NRCAM	1	0	0	1	0	1
NRDE2	52	6	13	86	53	36
NREP	0	0	0	0	0	0
NRF1	116	22	48	123	78	73
NRG1	59	43	84	63	38	36
NRG2	16	0	0	14	6	6
NRG3	0	0	0	0	0	0
NRG4	2	0	0	3	0	2
NRGN	0	1	0	0	0	0
NRIP1	99	4	10	135	88	73
NRIP2	0	0	0	0	0	0
NRIP3	0	0	0	0	2	0
NRK	0	0	0	0	0	0
NRL	0	0	0	0	0	0
NRM	96	8	7	48	46	22
NRN1	199	185	659	35	80	148
NRN1L	0	0	0	0	0	0
NRP1	25	4	20	40	48	56
NRP2	1572	184	359	3731	2609	1914
NRROS	0	0	0	0	0	0
NRSN1	0	0	0	0	0	0
NRSN2	0	0	0	0	0	0
NRTN	3	0	1	9	1	1
NRXN1	0	0	0	0	0	0
NRXN2	0	1	0	0	0	0
